Empty_Lines,Lines_Of_Comments,Lines_Of_Program,Physic_Lines,n1_Number_Of_Distinct_Operators,n2_Number_Of_Distinct_Operands,n_Program_Vocabulary,N1_Total_Number_Of_Operators,N2_Total_Number_Of_Operands,N_Program_Length,B_Number_of_Delivered_Bugs_1,B_Number_of_Delivered_Bugs_2,D_Difficulty,E_Effort,T_Time_Required_To_Program,V_Volume,_N_Calculated_Program_Length,McCab_Number,IsVulnerable
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,6,6,12,12,24,32,19,51,0.000333,0.077944,6,1402.998525,77.944363,233.833088,86.0391,4,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,7,7,11,13,24,37,19,56,0.000333,0.085586,5,1283.7895,71.321639,256.7579,86.159464,5,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,24,24,20,37,57,127,73,200,0.000333,0.388859,10,11665.78003,648.09889,1166.578003,279.188336,10,4
0,0,21,21,19,32,51,113,64,177,0.000333,0.334673,18,18072.34714,1004.019286,1004.019286,240.710623,10,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,31,31,17,34,51,155,81,236,0.000333,0.446231,16,21419.07809,1189.948783,1338.692381,242.460605,11,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,11,11,16,17,33,56,37,93,0.000333,0.156376,16,7506.05845,417.003247,469.128653,133.486868,6,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,22,22,20,36,56,121,69,190,0.000333,0.367799,10,11033.97435,612.998575,1103.397435,272.555862,10,4
0,0,45,45,21,50,71,275,156,431,0.000333,0.883514,30,79516.23026,4417.568348,2650.541009,374.431475,20,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,30,30,17,47,64,161,92,253,0.000333,0.506,8,12144,674.666667,1518,330.552544,11,4
0,0,32,32,21,48,69,181,103,284,0.000333,0.578274,20,34696.41891,1927.578829,1734.820946,360.316866,14,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,6,6,14,10,24,35,18,53,0.000333,0.081001,7,1701.021088,94.501172,243.003013,86.52225,4,4
0,0,7,7,8,12,20,30,20,50,0.000333,0.072032,4,864.385619,48.021423,216.096405,67.01955,1,4
0,0,51,51,16,47,63,258,177,435,0.000333,0.866706,24,62402.8024,3466.822356,2600.116767,325.065676,4,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,26,26,20,37,57,194,94,288,0.000333,0.559957,20,33597.44648,1866.524805,1679.872324,279.188336,11,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,9,9,14,15,29,41,28,69,0.000333,0.111734,7,2346.404821,130.355823,335.200689,111.906328,4,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,15,15,13,18,31,77,50,127,0.000333,0.209728,12,7550.195177,419.455288,629.182931,123.164366,3,4
0,0,7,7,11,13,24,37,19,56,0.000333,0.085586,5,1283.7895,71.321639,256.7579,86.159464,5,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,30,30,20,44,64,159,91,250,0.000333,0.5,20,30000,1666.666667,1500,326.653553,11,4
0,0,6,6,14,10,24,35,18,53,0.000333,0.081001,7,1701.021088,94.501172,243.003013,86.52225,4,4
0,0,19,19,17,24,41,110,60,170,0.000333,0.303595,16,14572.54145,809.585636,910.783841,179.525968,9,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,5,5,9,15,24,25,20,45,0.000333,0.068774,4,825.29325,45.849625,206.323313,87.132684,1,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,9,9,12,16,28,38,29,67,0.000333,0.107364,6,1932.556679,107.36426,322.09278,107.01955,4,4
0,0,10,10,17,15,32,57,33,90,0.000333,0.15,16,7200,400,450,128.090227,6,4
0,0,6,6,14,10,24,35,18,53,0.000333,0.081001,7,1701.021088,94.501172,243.003013,86.52225,4,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,7,7,11,13,24,37,19,56,0.000333,0.085586,5,1283.7895,71.321639,256.7579,86.159464,5,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,4,4,10,7,17,22,10,32,0.000333,0.0436,5,653.994055,36.333003,130.798811,52.870765,3,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,45,45,16,45,61,235,162,397,0.000333,0.784834,24,56508.06535,3139.336964,2354.502723,311.133389,4,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,16,16,22,25,47,116,60,176,0.000333,0.325869,22,21507.36803,1194.85378,977.607638,214.2039,8,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,42,42,21,56,77,260,135,395,0.000333,0.825127,20,49507.61367,2750.422982,2475.380684,417.450542,14,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,5,5,8,15,23,24,20,44,0.000333,0.066346,4,796.146904,44.230384,199.036726,82.603359,1,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,9,9,16,23,39,65,42,107,0.000333,0.188513,8,4524.304299,251.350239,565.538037,168.041925,2,4
0,0,17,17,17,33,50,104,59,163,0.000333,0.30665,8,7359.588471,408.866026,919.948559,235.951874,6,4
0,0,6,6,14,10,24,35,18,53,0.000333,0.081001,7,1701.021088,94.501172,243.003013,86.52225,4,4
0,0,6,6,14,10,24,35,18,53,0.000333,0.081001,7,1701.021088,94.501172,243.003013,86.52225,4,4
0,0,8,8,15,13,28,42,24,66,0.000333,0.105762,7,2220.997974,123.388776,317.285425,106.709075,4,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,5,5,8,15,23,24,20,44,0.000333,0.066346,4,796.146904,44.230384,199.036726,82.603359,1,4
0,0,5,5,8,9,17,20,13,33,0.000333,0.044962,4,539.545095,29.974728,134.886274,52.529325,3,4
0,0,37,37,21,52,73,239,126,365,0.000333,0.753095,20,45185.71928,2510.317738,2259.285964,388.661531,16,4
0,0,10,10,17,15,32,57,33,90,0.000333,0.15,16,7200,400,450,128.090227,6,4
0,0,8,8,15,13,28,42,24,66,0.000333,0.105762,7,2220.997974,123.388776,317.285425,106.709075,4,4
0,0,8,8,13,14,27,39,25,64,0.000333,0.101438,6,1825.876801,101.4376,304.3128,101.408685,4,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,6,6,12,12,24,32,19,51,0.000333,0.077944,6,1402.998525,77.944363,233.833088,86.0391,4,4
0,0,40,40,17,43,60,206,139,345,0.000333,0.679292,24,48909.05413,2717.169674,2037.877255,302.816253,3,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,2,2,12,8,20,16,10,26,0.000333,0.037457,6,674.220783,37.45671,112.37013,67.01955,3,4
0,0,31,31,17,38,55,156,88,244,0.000333,0.470217,16,22570.42832,1253.912685,1410.65177,268.908114,11,4
0,0,5,5,8,11,19,20,16,36,0.000333,0.050975,4,611.701562,33.98342,152.92539,62.053748,3,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,7,7,11,13,24,37,19,56,0.000333,0.085586,5,1283.7895,71.321639,256.7579,86.159464,5,4
0,0,5,5,8,9,17,20,13,33,0.000333,0.044962,4,539.545095,29.974728,134.886274,52.529325,3,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,8,8,10,16,26,49,30,79,0.000333,0.123778,5,1856.673689,103.148538,371.334738,97.219281,4,4
0,0,20,20,17,27,44,122,60,182,0.000333,0.331206,16,15897.86487,883.214715,993.616555,197.868831,20,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,12,12,14,23,37,58,45,103,0.000333,0.178858,7,3756.015877,208.667549,536.573697,157.344894,3,4
0,0,47,47,22,50,72,316,176,492,0.000333,1.011868,33,100174.9023,5565.272351,3035.603101,380.300305,6,4
0,0,4,4,8,11,19,17,15,32,0.000333,0.045311,4,543.734722,30.207485,135.93368,62.053748,3,4
0,0,19,19,17,39,56,111,68,179,0.000333,0.346506,8,8316.132248,462.007347,1039.516531,275.617555,6,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,28,28,20,42,62,209,103,312,0.000333,0.619236,20,37154.18498,2064.121388,1857.709249,312.915894,11,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,5,5,9,15,24,25,20,45,0.000333,0.068774,4,825.29325,45.849625,206.323313,87.132684,1,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,31,31,20,47,67,165,94,259,0.000333,0.523706,20,31422.34201,1745.685667,1571.1171,347.504238,11,4
0,0,29,29,17,37,54,182,90,272,0.000333,0.521776,16,25045.27041,1391.403912,1565.329401,262.236643,12,4
0,0,22,22,16,30,46,139,70,209,0.000333,0.384808,16,18470.79118,1026.155066,1154.424449,211.206718,10,4
0,0,5,5,8,9,17,20,13,33,0.000333,0.044962,4,539.545095,29.974728,134.886274,52.529325,3,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,9,9,11,19,30,47,31,78,0.000333,0.127579,5,1913.687332,106.315963,382.737466,118.764371,3,4
0,0,9,9,10,18,28,45,31,76,0.000333,0.121786,5,1826.79487,101.488604,365.358974,108.277931,3,4
0,0,51,51,26,54,80,279,185,464,0.000333,0.977792,39,114401.6108,6355.645045,2933.374636,432.975358,23,4
0,0,5,5,8,15,23,24,20,44,0.000333,0.066346,4,796.146904,44.230384,199.036726,82.603359,1,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,16,16,17,32,49,102,57,159,0.000333,0.29758,8,7141.910922,396.772829,892.738865,229.486868,6,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,10,10,17,13,30,56,31,87,0.000333,0.1423,16,6830.391709,379.466206,426.899482,117.592585,6,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,30,30,17,35,52,150,85,235,0.000333,0.446534,16,21433.65334,1190.758519,1339.603334,249.011774,11,4
0,0,5,5,8,11,19,20,16,36,0.000333,0.050975,4,611.701562,33.98342,152.92539,62.053748,3,4
0,0,31,31,17,34,51,155,81,236,0.000333,0.446231,16,21419.07809,1189.948783,1338.692381,242.460605,11,4
0,0,5,5,8,11,19,20,16,36,0.000333,0.050975,4,611.701562,33.98342,152.92539,62.053748,3,4
0,0,25,25,21,43,64,136,82,218,0.000333,0.436,10,13080,726.666667,1308,325.56805,10,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,32,32,20,49,69,167,97,264,0.000333,0.53755,10,16126.50457,895.91692,1612.650457,361.559344,11,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,5,5,9,15,24,25,20,45,0.000333,0.068774,4,825.29325,45.849625,206.323313,87.132684,1,4
0,0,32,32,22,41,63,219,109,328,0.000333,0.653516,22,43132.05193,2396.225107,1960.547815,317.767128,13,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,18,18,22,31,53,122,70,192,0.000333,0.366587,22,24194.736,1344.152,1099.760727,251.687581,9,4
0,0,31,31,17,34,51,153,81,234,0.000333,0.442449,16,21237.56048,1179.864471,1327.34753,242.460605,11,4
0,0,41,41,16,43,59,209,140,349,0.000333,0.684347,24,49273.01818,2737.389899,2053.042424,297.329384,7,4
0,0,5,5,9,15,24,25,20,45,0.000333,0.068774,4,825.29325,45.849625,206.323313,87.132684,1,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,5,5,9,15,24,25,20,45,0.000333,0.068774,4,825.29325,45.849625,206.323313,87.132684,1,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,18,18,18,34,52,120,63,183,0.000333,0.347727,9,9388.624216,521.590234,1043.180468,248.032387,8,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,7,7,11,13,24,37,19,56,0.000333,0.085586,5,1283.7895,71.321639,256.7579,86.159464,5,4
0,0,30,30,17,35,52,150,85,235,0.000333,0.446534,16,21433.65334,1190.758519,1339.603334,249.011774,11,4
0,0,22,22,20,39,59,141,74,215,0.000333,0.421589,10,12647.68256,702.649031,1264.768256,292.569248,9,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,31,31,20,46,66,164,93,257,0.000333,0.517803,20,31068.18577,1726.010321,1553.409289,340.522412,12,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,28,28,18,43,61,184,94,278,0.000333,0.549582,18,29677.40964,1648.74498,1648.74498,308.388034,10,4
0,0,6,6,14,10,24,35,18,53,0.000333,0.081001,7,1701.021088,94.501172,243.003013,86.52225,4,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,7,7,8,12,20,30,20,50,0.000333,0.072032,4,864.385619,48.021423,216.096405,67.01955,1,4
0,0,31,31,17,35,52,156,82,238,0.000333,0.452235,16,21707.27445,1205.959691,1356.704653,249.011774,11,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,19,19,17,31,48,147,66,213,0.000333,0.396532,16,19033.5522,1057.419567,1189.597013,223.066954,11,4
0,0,28,28,17,41,58,150,85,235,0.000333,0.458875,16,22026.00854,1223.667141,1376.625534,289.1465,10,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,31,31,20,47,67,165,94,259,0.000333,0.523706,20,31422.34201,1745.685667,1571.1171,347.504238,11,4
0,0,5,5,8,15,23,24,20,44,0.000333,0.066346,4,796.146904,44.230384,199.036726,82.603359,1,4
0,0,6,6,12,12,24,32,19,51,0.000333,0.077944,6,1402.998525,77.944363,233.833088,86.0391,4,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,33,33,21,43,64,185,101,286,0.000333,0.572,20,34320,1906.666667,1716,325.56805,14,4
0,0,31,31,17,35,52,156,82,238,0.000333,0.452235,16,21707.27445,1205.959691,1356.704653,249.011774,11,4
0,0,6,6,14,10,24,35,18,53,0.000333,0.081001,7,1701.021088,94.501172,243.003013,86.52225,4,4
0,0,31,31,20,47,67,165,94,259,0.000333,0.523706,20,31422.34201,1745.685667,1571.1171,347.504238,11,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,4,4,11,5,16,19,9,28,0.000333,0.037333,5,560,31.111111,112,49.663388,2,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,28,28,17,42,59,153,86,239,0.000333,0.468651,16,22495.22702,1249.734834,1405.951689,295.9642,10,4
0,0,8,8,15,13,28,42,24,66,0.000333,0.105762,7,2220.997974,123.388776,317.285425,106.709075,4,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,17,17,19,26,45,121,62,183,0.000333,0.335003,18,18090.1641,1005.009117,1005.009117,202.922055,9,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,40,40,17,43,60,206,139,345,0.000333,0.679292,24,48909.05413,2717.169674,2037.877255,302.816253,5,4
0,0,6,6,8,10,18,26,18,44,0.000333,0.061159,4,733.9068,40.7726,183.4767,57.219281,1,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,7,7,11,13,24,37,19,56,0.000333,0.085586,5,1283.7895,71.321639,256.7579,86.159464,5,4
0,0,37,37,21,54,75,215,123,338,0.000333,0.70178,20,42106.81435,2339.267464,2105.340717,403.002591,18,4
0,0,25,25,22,34,56,176,89,265,0.000333,0.512983,22,33856.8792,1880.937733,1538.949054,271.081232,11,4
0,0,16,16,16,24,40,125,54,179,0.000333,0.317542,16,15242.00206,846.777892,952.625129,174.0391,8,4
0,0,4,4,7,6,13,16,9,25,0.000333,0.030837,3,277.532979,15.418499,92.510993,35.161259,3,4
0,0,30,30,20,44,64,159,91,250,0.000333,0.5,20,30000,1666.666667,1500,326.653553,11,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,16,16,17,25,42,102,54,156,0.000333,0.280401,16,13459.22429,747.734683,841.201518,185.583273,8,4
0,0,7,7,8,12,20,30,20,50,0.000333,0.072032,4,864.385619,48.021423,216.096405,67.01955,1,4
0,0,29,29,17,43,60,156,88,244,0.000333,0.480427,16,23060.50089,1281.138938,1441.281305,302.816253,10,4
0,0,10,10,16,14,30,56,33,89,0.000333,0.145571,16,6987.412208,388.189567,436.713263,117.302969,6,4
0,0,9,9,16,23,39,65,42,107,0.000333,0.188513,8,4524.304299,251.350239,565.538037,168.041925,2,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,8,8,13,13,26,38,23,61,0.000333,0.095576,6,1720.360937,95.575608,286.726823,96.211433,4,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,8,8,16,12,28,50,27,77,0.000333,0.123389,16,5922.661264,329.036737,370.166329,107.01955,6,4
0,0,10,10,16,14,30,56,33,89,0.000333,0.145571,16,6987.412208,388.189567,436.713263,117.302969,6,4
0,0,4,4,8,7,15,18,12,30,0.000333,0.039069,4,468.826871,26.045937,117.206718,43.651484,3,4
0,0,4,4,10,7,17,22,10,32,0.000333,0.0436,5,653.994055,36.333003,130.798811,52.870765,3,4
0,0,5,5,8,15,23,24,20,44,0.000333,0.066346,4,796.146904,44.230384,199.036726,82.603359,1,4
0,0,5,5,8,15,23,24,20,44,0.000333,0.066346,4,796.146904,44.230384,199.036726,82.603359,1,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,44,44,21,51,72,255,148,403,0.000333,0.828827,20,49729.59551,2762.755306,2486.479776,381.532358,20,4
0,0,3,3,15,10,25,45,22,67,0.000333,0.103713,14,4355.937106,241.996506,311.138365,91.82264,3,4
0,0,7,7,10,16,26,41,25,66,0.000333,0.10341,5,1551.145107,86.174728,310.229021,97.219281,3,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,6,6,8,10,18,26,18,44,0.000333,0.061159,4,733.9068,40.7726,183.4767,57.219281,1,4
0,0,10,10,10,21,31,46,35,81,0.000333,0.133763,5,2006.449506,111.469417,401.289901,125.457947,3,4
0,0,3,3,7,9,16,13,11,24,0.000333,0.032,3,288,16,96,48.180809,3,4
0,0,5,5,8,9,17,20,13,33,0.000333,0.044962,4,539.545095,29.974728,134.886274,52.529325,3,4
0,0,5,5,9,14,23,25,19,44,0.000333,0.066346,4,796.146904,44.230384,199.036726,81.832294,1,4
0,0,20,20,21,30,51,109,77,186,0.000333,0.35169,20,21101.42227,1172.301237,1055.071114,239.445384,10,4
0,0,11,11,16,17,33,62,34,96,0.000333,0.161421,16,7748.189367,430.454965,484.261835,133.486868,8,4
0,0,19,19,19,44,63,137,76,213,0.000333,0.424387,9,11458.44561,636.580312,1273.160624,320.925614,6,4
0,0,62,62,18,55,73,327,213,540,0.000333,1.114168,27,90247.64207,5013.757893,3342.505262,393.033434,5,4
0,0,18,18,16,26,42,104,53,157,0.000333,0.282198,16,13545.50137,752.527854,846.593835,186.211433,11,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,4,4,7,9,16,16,12,28,0.000333,0.037333,3,336,18.666667,112,48.180809,3,4
0,0,33,33,22,52,74,201,112,313,0.000333,0.647853,22,42758.29588,2375.460882,1943.558903,394.530361,10,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,3,3,9,9,18,18,13,31,0.000333,0.043089,4,517.0707,28.72615,129.267675,57.05865,2,4
0,0,11,11,16,17,33,56,37,93,0.000333,0.156376,16,7506.05845,417.003247,469.128653,133.486868,6,4
