Empty_Lines,Lines_Of_Comments,Lines_Of_Program,Physic_Lines,n1_Number_Of_Distinct_Operators,n2_Number_Of_Distinct_Operands,n_Program_Vocabulary,N1_Total_Number_Of_Operators,N2_Total_Number_Of_Operands,N_Program_Length,B_Number_of_Delivered_Bugs_1,B_Number_of_Delivered_Bugs_2,D_Difficulty,E_Effort,T_Time_Required_To_Program,V_Volume,_N_Calculated_Program_Length,McCab_Number,IsVulnerable
0,0,46,46,26,46,72,295,168,463,0.000333,0.952225,39,111410.3358,6189.463097,2856.675276,376.295283,22,6
0,0,43,43,26,45,71,289,162,451,0.000333,0.924512,39,108167.9021,6009.327894,2773.535951,369.344822,21,6
0,0,10,10,13,21,34,41,35,76,0.000333,0.128882,6,2319.883056,128.882392,386.647176,140.344382,4,6
0,0,35,35,18,53,71,192,132,324,0.000333,0.664173,18,35865.3252,1992.518067,1992.518067,378.638434,20,6
0,0,27,27,18,58,76,163,111,274,0.000333,0.570644,9,15407.38925,855.966069,1711.932139,414.821548,17,6
0,0,25,25,19,54,73,144,93,237,0.000333,0.488996,9,13202.89578,733.49421,1466.98842,391.474548,17,6
0,0,28,28,20,48,68,154,99,253,0.000333,0.513376,20,30802.56198,1711.253443,1540.128099,354.516762,15,6
0,0,43,43,27,58,85,246,152,398,0.000333,0.850313,26,66324.37741,3684.687634,2550.937593,468.14486,20,6
0,0,44,44,27,61,88,254,156,410,0.000333,0.882789,26,68857.54106,3825.418947,2648.366964,490.15694,20,6
0,0,40,40,26,52,78,228,141,369,0.000333,0.773104,26,60302.14889,3350.119383,2319.313419,418.634298,17,6
0,0,43,43,27,57,84,246,153,399,0.000333,0.850178,26,66313.90094,3684.105608,2550.534652,460.856693,20,6
0,0,14,14,15,32,47,79,55,134,0.000333,0.248105,7,5210.204343,289.455797,744.314906,218.603359,6,6
0,0,21,21,21,34,55,109,75,184,0.000333,0.35459,20,21275.40375,1181.966875,1063.770187,265.212402,11,6
0,0,22,22,21,37,58,117,79,196,0.000333,0.382721,20,22963.2855,1275.738083,1148.164275,284.98844,11,6
0,0,18,18,20,28,48,95,65,160,0.000333,0.297865,20,17871.88,992.882222,893.594,221.0445,8,6
0,0,21,21,21,33,54,109,76,185,0.000333,0.354885,20,21293.08376,1182.949098,1064.654188,258.703672,11,6
0,0,9,9,12,20,32,31,31,62,0.000333,0.103333,6,1860,103.333333,310,129.458112,2,6
0,0,12,12,13,18,31,308,43,351,0.000333,0.579641,12,20867.07486,1159.281937,1738.922905,123.164366,3,6
0,0,52,52,29,56,85,263,168,431,0.000333,0.920816,42,116022.7947,6445.710818,2762.447493,466.093324,33,6
0,0,49,49,29,50,79,245,157,402,0.000333,0.844707,42,106433.0342,5912.946342,2534.119861,423.074258,30,6
0,0,52,52,29,55,84,263,169,432,0.000333,0.920494,42,115982.2073,6443.455962,2761.481127,458.856233,33,6
0,0,26,26,21,47,68,116,86,202,0.000333,0.409889,10,12296.67494,683.148608,1229.667494,353.304342,15,6
0,0,24,24,20,45,65,108,82,190,0.000333,0.381417,10,11442.49885,635.69438,1144.249884,333.571951,15,6
0,0,16,16,19,21,40,76,51,127,0.000333,0.225295,18,12165.92763,675.884868,675.884868,172.949289,7,6
0,0,19,19,21,27,48,94,63,157,0.000333,0.29228,20,17536.78225,974.265681,876.839113,220.620628,10,6
0,0,10,10,15,18,33,58,35,93,0.000333,0.156376,7,3283.900572,182.438921,469.128653,133.662009,5,6
0,0,6,6,12,12,24,34,21,55,0.000333,0.084058,6,1513.037625,84.057646,252.172938,86.0391,4,6
0,0,19,19,22,32,54,109,67,176,0.000333,0.33762,22,22282.92441,1237.940245,1012.8602,258.107496,10,6
0,0,8,8,14,19,33,58,34,92,0.000333,0.154695,7,3248.589813,180.477212,464.084259,134.013592,2,6
0,0,17,17,19,34,53,79,57,136,0.000333,0.259666,9,7010.974636,389.498591,778.997182,253.684359,8,6
0,0,21,21,19,34,53,93,69,162,0.000333,0.309308,18,16702.61605,927.923114,927.923114,253.684359,9,6
0,0,25,25,19,34,53,107,81,188,0.000333,0.35895,18,19383.28282,1076.849045,1076.849045,253.684359,10,6
0,0,19,19,12,14,26,72,57,129,0.000333,0.202119,24,14552.56137,808.475632,606.356724,96.322519,5,6
0,0,22,22,22,36,58,107,72,179,0.000333,0.349526,22,23068.72916,1281.596064,1048.578598,284.224796,9,6
0,0,26,26,22,36,58,121,84,205,0.000333,0.400295,22,26419.49429,1467.749683,1200.886104,284.224796,10,6
0,0,30,30,22,36,58,135,96,231,0.000333,0.451065,22,29770.25942,1653.903301,1353.19361,284.224796,11,6
0,0,24,24,16,17,33,100,72,172,0.000333,0.289212,32,27764.34523,1542.463624,867.635789,133.486868,6,6
0,0,23,23,21,41,62,116,79,195,0.000333,0.387023,10,11610.68281,645.037934,1161.068281,311.898298,11,6
0,0,24,24,20,36,56,116,80,196,0.000333,0.379414,20,22764.83129,1264.71285,1138.241565,272.555862,9,6
0,0,28,28,20,36,56,130,92,222,0.000333,0.429744,20,25784.65585,1432.480881,1289.232793,272.555862,10,6
0,0,22,22,13,16,29,95,68,163,0.000333,0.26395,24,19004.42165,1055.801203,791.850902,112.105716,5,6
0,0,26,26,21,37,58,126,89,215,0.000333,0.419822,20,25189.31828,1399.406571,1259.465914,284.98844,12,6
0,0,25,25,22,44,66,158,93,251,0.000333,0.505714,22,33377.14433,1854.285796,1517.142924,338.322487,10,6
0,0,12,12,16,27,43,75,47,122,0.000333,0.220668,8,5296.034401,294.224133,662.0043,192.381963,5,6
0,0,23,23,24,39,63,132,84,216,0.000333,0.430364,24,30986.21912,1721.456618,1291.092463,316.169787,11,6
0,0,22,22,24,39,63,125,81,206,0.000333,0.41044,24,29551.67194,1641.759552,1231.319664,316.169787,11,6
0,0,23,23,23,34,57,120,78,198,0.000333,0.384971,22,25408.0689,1411.559383,1154.912223,277.015662,8,6
0,0,26,26,24,39,63,134,89,223,0.000333,0.444311,24,31990.40215,1777.244564,1332.933423,316.169787,11,6
0,0,17,17,18,28,46,94,60,154,0.000333,0.283543,18,15311.31374,850.628541,850.628541,209.664588,6,6
0,0,25,25,24,39,63,132,86,218,0.000333,0.434349,24,31273.12856,1737.396031,1303.047023,316.169787,11,6
0,0,15,15,16,30,46,87,56,143,0.000333,0.26329,8,6318.954878,351.053049,789.86936,211.206718,5,6
0,0,20,20,24,39,63,107,72,179,0.000333,0.356644,12,12839.19728,713.288738,1069.933106,316.169787,10,6
0,0,89,89,22,102,124,626,229,855,0.000333,1.981946,22,130808.4326,7267.135144,5945.837845,778.69488,34,6
0,0,74,74,20,92,112,552,178,730,0.000333,1.656456,10,49693.69093,2760.760607,4969.369093,686.606262,23,6
0,0,77,77,21,97,118,566,189,755,0.000333,1.732132,10,51963.95502,2886.88639,5196.395502,732.430212,26,6
0,0,80,80,20,95,115,574,199,773,0.000333,1.763855,20,105831.2762,5879.515344,5291.563809,710.574845,28,6
0,0,17,17,13,20,33,68,58,126,0.000333,0.211865,12,7627.123908,423.729106,635.593659,134.544278,12,6
0,0,75,75,21,95,116,553,182,735,0.000333,1.680205,10,50406.16031,2800.34224,5040.616031,716.374949,24,6
0,0,78,78,20,93,113,561,192,753,0.000333,1.711865,20,102711.8952,5706.216399,5135.594759,694.580331,26,6
0,0,15,15,11,17,28,55,51,106,0.000333,0.16986,15,7643.694326,424.649685,509.579622,107.540616,10,6
0,0,56,56,23,54,77,285,182,467,0.000333,0.97553,33,96577.44738,5365.413743,2926.589315,414.80585,16,6
0,0,9,9,12,20,32,31,31,62,0.000333,0.103333,6,1860,103.333333,310,129.458112,2,6
0,0,3,3,12,13,25,18,19,37,0.000333,0.057274,6,1030.936074,57.274226,171.822679,91.125266,1,6
0,0,3,3,10,15,25,16,16,32,0.000333,0.049534,5,743.01699,41.278722,148.603398,91.82264,1,6
0,0,5,5,15,14,29,39,23,62,0.000333,0.100398,7,2108.363752,117.13132,301.194822,111.906328,2,6
0,0,6,6,13,15,28,52,31,83,0.000333,0.133003,12,4788.125502,266.006972,399.010459,106.709075,2,6
0,0,6,6,14,14,28,51,30,81,0.000333,0.129799,14,5451.540482,302.86336,389.395749,106.605938,3,6
0,0,20,20,20,29,49,99,69,168,0.000333,0.314424,20,18865.42508,1048.079171,943.271254,227.320011,9,6
0,0,12,12,15,20,35,53,38,91,0.000333,0.155588,7,3267.353282,181.519627,466.764755,145.041921,5,6
0,0,13,13,17,21,38,64,44,108,0.000333,0.188925,16,9068.418743,503.801041,566.776171,161.725534,5,6
0,0,17,17,19,25,44,87,61,148,0.000333,0.269332,18,14543.92583,807.99588,807.99588,196.807027,7,6
0,0,18,18,16,39,55,103,70,173,0.000333,0.333392,8,8001.401844,444.522325,1000.17523,270.130687,9,6
0,0,25,25,22,39,61,133,90,223,0.000333,0.440851,22,29096.19738,1616.45541,1322.554426,304.238182,14,6
0,0,26,26,22,42,64,141,94,235,0.000333,0.47,22,31020,1723.333333,1410,324.584827,14,6
0,0,22,22,21,33,54,119,80,199,0.000333,0.381741,20,22904.45226,1272.46957,1145.222613,258.703672,11,6
0,0,25,25,22,38,60,133,91,224,0.000333,0.441048,22,29109.15686,1617.175381,1323.143493,297.528741,14,6
0,0,18,18,17,44,61,109,76,185,0.000333,0.365729,8,8777.49126,487.638403,1097.186407,309.70186,9,6
0,0,29,29,24,49,73,149,106,255,0.000333,0.526135,24,37881.7263,2104.54035,1578.405263,385.159882,14,6
0,0,30,30,24,52,76,157,110,267,0.000333,0.556066,24,40036.71951,2224.262195,1668.196646,406.461965,14,6
0,0,26,26,23,43,66,135,96,231,0.000333,0.465418,22,30717.61092,1706.53394,1396.255042,337.371309,11,6
0,0,29,29,24,48,72,149,107,256,0.000333,0.5265,24,37908.01921,2106.001067,1579.5008,378.1173,14,6
0,0,59,59,27,82,109,289,198,487,0.000333,1.098702,26,85698.74992,4761.041662,3296.105766,649.701227,24,6
0,0,55,55,27,78,105,271,183,454,0.000333,1.016089,26,79254.95409,4403.053005,3048.267465,618.643336,23,6
0,0,61,61,28,86,114,302,206,508,0.000333,1.157036,28,97191.02756,5399.501531,3471.108127,687.264707,24,6
0,0,63,63,28,87,115,317,218,535,0.000333,1.220779,28,102545.441,5696.968942,3662.337177,695.142022,25,6
0,0,50,50,24,72,96,281,203,484,0.000333,1.062374,24,76490.92441,4249.4958,3187.12185,554.2737,38,6
0,0,54,54,24,76,100,295,213,508,0.000333,1.125026,24,81001.89467,4500.105259,3375.078944,584.881591,38,6
0,0,51,51,22,71,93,268,196,464,0.000333,1.01139,22,66751.73314,3708.429619,3034.169688,534.739541,32,6
0,0,30,30,24,44,68,156,104,260,0.000333,0.52758,24,37985.76813,2110.320452,1582.740339,350.254091,13,6
0,0,22,22,19,35,54,110,73,183,0.000333,0.351048,18,18956.59943,1053.144413,1053.144413,260.235528,9,6
0,0,23,23,21,36,57,121,79,200,0.000333,0.388859,20,23331.56006,1296.197781,1166.578003,278.355966,9,6
0,0,27,27,23,40,63,144,96,240,0.000333,0.478182,22,31560.038,1753.335444,1434.547182,316.919049,11,6
0,0,3,3,11,12,23,20,15,35,0.000333,0.052775,5,791.623342,43.979075,158.324668,81.073298,1,6
0,0,62,62,32,76,108,317,211,528,0.000333,1.18886,32,114130.5792,6340.587735,3566.580601,634.842491,25,6
0,0,45,45,22,42,64,205,143,348,0.000333,0.696,33,68904,3828,2088,324.584827,13,6
0,0,58,58,26,65,91,272,186,458,0.000333,0.993523,26,77494.81858,4305.267699,2980.569945,513.665341,16,6
0,0,21,21,24,34,58,122,70,192,0.000333,0.374911,24,26993.57643,1499.643135,1124.732351,283.012837,12,6
0,0,54,54,16,54,70,254,180,434,0.000333,0.886703,24,63842.6119,3546.811772,2660.108829,374.763925,17,6
0,0,51,51,16,53,69,248,174,422,0.000333,0.859266,24,61867.1357,3437.063094,2577.797321,367.579784,17,6
0,0,19,19,18,42,60,134,85,219,0.000333,0.431203,18,23284.96273,1293.60904,1293.60904,301.535982,11,6
0,0,20,20,19,45,64,142,89,231,0.000333,0.462,9,12474,693,1386,327.844012,11,6
0,0,30,30,23,42,65,138,95,233,0.000333,0.467737,22,30870.65741,1715.036523,1403.2117,330.519257,8,6
0,0,30,30,24,40,64,135,93,228,0.000333,0.456,24,32832,1824,1368,322.916224,8,6
0,0,35,35,25,49,74,167,113,280,0.000333,0.579549,24,41727.52662,2318.195923,1738.646942,391.217187,11,6
0,0,23,23,19,36,55,108,73,181,0.000333,0.348809,18,18835.66995,1046.426108,1046.426108,266.827923,5,6
0,0,34,34,23,49,72,166,111,277,0.000333,0.56969,22,37599.52296,2088.862387,1709.069225,379.162707,10,6
0,0,18,18,18,30,48,96,64,160,0.000333,0.297865,18,16084.692,893.594,893.594,222.265368,6,6
0,0,31,31,15,43,58,166,117,283,0.000333,0.552603,14,23209.3207,1289.406706,1657.808622,291.932743,17,6
0,0,33,33,20,67,87,187,132,319,0.000333,0.6851,10,20552.98975,1141.832764,2055.298975,492.866538,17,6
0,0,31,31,21,63,84,168,114,282,0.000333,0.600878,10,18026.33513,1001.463063,1802.633513,468.807301,17,6
0,0,48,48,27,67,94,242,168,410,0.000333,0.895794,26,69871.91716,3881.773175,2687.381429,534.809938,24,6
0,0,50,50,27,68,95,249,174,423,0.000333,0.92635,26,72255.27198,4014.181777,2779.048922,542.329436,24,6
0,0,46,46,25,67,92,228,161,389,0.000333,0.845889,24,60903.97442,3383.554135,2537.665601,522.524381,21,6
0,0,24,24,22,33,55,132,81,213,0.000333,0.410477,22,27091.45162,1505.080645,1231.429619,264.572502,12,6
0,0,25,25,22,37,59,153,86,239,0.000333,0.468651,22,30930.93715,1718.385397,1405.951689,290.85727,13,6
0,0,10,10,15,22,37,58,39,97,0.000333,0.168439,7,3537.218835,196.512158,505.316976,156.710855,6,6
0,0,36,36,30,49,79,213,126,339,0.000333,0.712327,30,64109.45021,3561.636123,2136.981674,422.3275,18,6
0,0,6,6,15,25,40,43,35,78,0.000333,0.13837,7,2905.77274,161.431819,415.110391,174.699764,2,6
0,0,5,5,15,23,38,38,32,70,0.000333,0.122452,7,2571.484482,142.860249,367.354926,162.645284,2,6
0,0,7,7,13,25,38,41,38,79,0.000333,0.138195,6,2487.517641,138.195425,414.586274,164.202121,2,6
0,0,6,6,13,23,36,36,35,71,0.000333,0.122355,6,2202.388051,122.354892,367.064675,152.147641,2,6
0,0,11,11,15,25,40,59,37,96,0.000333,0.170302,7,3576.33568,198.685316,510.905097,174.699764,8,6
0,0,11,11,15,27,42,62,39,101,0.000333,0.181541,7,3812.368418,211.798245,544.62406,186.985321,8,6
0,0,15,15,17,33,50,81,52,133,0.000333,0.250211,8,6005.062986,333.61461,750.632873,235.951874,11,6
0,0,39,39,26,52,78,201,128,329,0.000333,0.689299,26,53765.33058,2986.96281,2067.89733,418.634298,19,6
0,0,32,32,24,50,74,168,108,276,0.000333,0.57127,24,41131.41909,2285.078839,1713.809129,392.23191,16,6
0,0,38,38,18,47,65,220,150,370,0.000333,0.742759,27,60163.45445,3342.414136,2228.276091,336.124326,23,6
0,0,40,40,25,69,94,243,164,407,0.000333,0.889239,24,64025.2239,3556.956884,2667.717663,537.584592,20,6
0,0,38,38,25,64,89,224,146,370,0.000333,0.798674,24,57504.51287,3194.695159,2396.021369,500.096405,20,6
0,0,45,45,21,59,80,248,163,411,0.000333,0.866104,20,51966.24894,2887.01383,2598.312447,439.314606,26,6
0,0,37,37,21,63,84,211,140,351,0.000333,0.747901,20,44874.06831,2493.003795,2243.703415,468.807301,21,6
0,0,35,35,21,59,80,192,122,314,0.000333,0.661695,20,39701.70844,2205.650469,1985.085422,439.314606,21,6
0,0,38,38,18,46,64,219,150,369,0.000333,0.738,27,59778,3321,2214,329.1425,23,6
0,0,29,29,17,46,63,176,122,298,0.000333,0.593743,16,28499.67068,1583.315038,1781.229417,323.570718,16,6
0,0,27,27,17,41,58,157,104,261,0.000333,0.509644,16,24462.92864,1359.051591,1528.93304,289.1465,16,6
0,0,3,3,10,15,25,16,16,32,0.000333,0.049534,5,743.01699,41.278722,148.603398,91.82264,1,6
0,0,3,3,10,15,25,16,16,32,0.000333,0.049534,5,743.01699,41.278722,148.603398,91.82264,1,6
0,0,3,3,10,15,25,16,16,32,0.000333,0.049534,5,743.01699,41.278722,148.603398,91.82264,1,6
0,0,3,3,10,17,27,18,21,39,0.000333,0.061814,5,927.203063,51.511281,185.440613,102.706149,1,6
0,0,3,3,10,16,26,20,18,38,0.000333,0.059539,5,893.083546,49.615753,178.616709,97.219281,1,6
0,0,17,17,16,34,50,86,64,150,0.000333,0.282193,8,6772.627428,376.257079,846.578428,236.973737,6,6
0,0,16,16,16,32,48,81,61,142,0.000333,0.264355,8,6344.517401,352.473189,793.064675,224,6,6
0,0,11,11,15,29,44,64,50,114,0.000333,0.207458,7,4356.626432,242.034802,622.375205,199.484808,4,6
0,0,17,17,16,35,51,86,64,150,0.000333,0.283621,8,6806.91041,378.161689,850.863801,243.524906,6,6
0,0,16,16,16,33,49,81,61,142,0.000333,0.265763,8,6378.310383,354.350577,797.288798,230.465006,6,6
0,0,11,11,15,29,44,64,50,114,0.000333,0.207458,7,4356.626432,242.034802,622.375205,199.484808,4,6
0,0,17,17,15,36,51,86,65,151,0.000333,0.285512,7,5995.753586,333.097421,856.536227,244.720659,6,6
0,0,16,16,15,34,49,81,62,143,0.000333,0.267635,7,5620.324554,312.240253,802.903508,231.577096,6,6
0,0,11,11,15,29,44,64,50,114,0.000333,0.207458,7,4356.626432,242.034802,622.375205,199.484808,4,6
0,0,19,19,16,35,51,90,67,157,0.000333,0.296857,8,7124.56623,395.809235,890.570779,243.524906,6,6
0,0,18,18,16,33,49,85,64,149,0.000333,0.278864,8,6692.734134,371.818563,836.591767,230.465006,6,6
0,0,11,11,15,29,44,64,50,114,0.000333,0.207458,7,4356.626432,242.034802,622.375205,199.484808,4,6
0,0,3,3,10,13,23,15,15,30,0.000333,0.045236,5,678.534293,37.69635,135.706859,81.324997,1,6
0,0,3,3,10,13,23,15,15,30,0.000333,0.045236,5,678.534293,37.69635,135.706859,81.324997,1,6
0,0,3,3,10,13,23,15,15,30,0.000333,0.045236,5,678.534293,37.69635,135.706859,81.324997,1,6
0,0,29,29,23,46,69,194,116,310,0.000333,0.631214,22,41660.1368,2314.452044,1893.642582,358.125775,18,6
0,0,31,31,25,48,73,178,111,289,0.000333,0.596286,24,42932.62314,2385.14573,1788.859298,384.174605,15,6
0,0,24,24,21,40,61,135,85,220,0.000333,0.434921,20,26095.24429,1449.735794,1304.762214,305.11579,14,6
0,0,55,55,31,69,100,278,187,465,0.000333,1.029798,30,92681.79385,5148.988547,3089.393128,575.068273,26,6
0,0,49,49,25,55,80,225,153,378,0.000333,0.796563,24,57352.53168,3186.25176,2389.68882,434.071189,17,6
0,0,47,47,22,39,61,210,145,355,0.000333,0.701804,33,69478.58791,3859.921551,2105.411755,304.238182,16,6
0,0,53,53,25,55,80,239,165,404,0.000333,0.851353,36,91946.12221,5108.117901,2554.05895,434.071189,18,6
0,0,6,6,14,11,25,47,21,68,0.000333,0.105261,7,2210.475546,122.804197,315.782221,91.356717,2,6
0,0,8,8,15,13,28,57,25,82,0.000333,0.131401,7,2759.421725,153.301207,394.203104,106.709075,2,6
0,0,28,28,22,59,81,183,115,298,0.000333,0.629758,11,20782.02831,1154.557128,1889.275301,445.183436,15,6
0,0,29,29,22,62,84,191,119,310,0.000333,0.660539,11,21797.80241,1210.989023,1981.618401,467.267667,15,6
0,0,11,11,12,24,36,53,37,90,0.000333,0.155098,6,2791.759501,155.09775,465.29325,153.05865,6,6
0,0,14,14,13,29,42,67,48,115,0.000333,0.206706,6,3720.699022,206.705501,620.116504,188.987165,9,6
0,0,12,12,13,27,40,55,42,97,0.000333,0.172076,6,3097.362151,172.075675,516.227025,176.487679,7,6
0,0,11,11,15,18,33,59,37,96,0.000333,0.161421,14,6779.665696,376.648094,484.261835,133.662009,4,6
0,0,14,14,16,23,39,73,48,121,0.000333,0.213178,16,10232.5387,568.474372,639.533668,168.041925,7,6
0,0,8,8,11,17,28,33,27,60,0.000333,0.096147,5,1442.206477,80.122582,288.441295,107.540616,4,6
0,0,37,37,20,44,64,208,130,338,0.000333,0.676,20,40560,2253.333333,2028,326.653553,16,6
0,0,27,27,20,38,58,161,95,256,0.000333,0.499881,20,29992.8627,1666.27015,1499.643135,285.859807,9,6
0,0,27,27,20,38,58,162,96,258,0.000333,0.503786,20,30227.18194,1679.287885,1511.359097,285.859807,9,6
0,0,27,27,20,38,58,161,95,256,0.000333,0.499881,20,29992.8627,1666.27015,1499.643135,285.859807,9,6
0,0,27,27,20,38,58,162,96,258,0.000333,0.503786,20,30227.18194,1679.287885,1511.359097,285.859807,9,6
0,0,27,27,20,38,58,161,95,256,0.000333,0.499881,20,29992.8627,1666.27015,1499.643135,285.859807,9,6
0,0,27,27,20,38,58,162,96,258,0.000333,0.503786,20,30227.18194,1679.287885,1511.359097,285.859807,9,6
0,0,39,39,20,43,63,215,137,352,0.000333,0.701334,30,63120.07599,3506.670888,2104.002533,319.767946,17,6
0,0,38,38,20,43,63,209,134,343,0.000333,0.683402,30,61506.21041,3417.01169,2050.207014,319.767946,16,6
0,0,37,37,20,43,63,203,131,334,0.000333,0.66547,30,59892.34483,3327.352491,1996.411494,319.767946,15,6
0,0,39,39,20,45,65,218,138,356,0.000333,0.714654,30,64318.88824,3573.271569,2143.962941,333.571951,16,6
0,0,34,34,23,49,72,229,133,362,0.000333,0.744504,22,49137.28271,2729.84904,2233.512851,379.162707,17,6
0,0,37,37,25,52,77,225,137,362,0.000333,0.756192,24,54445.84147,3024.76897,2268.576728,412.51927,14,6
0,0,23,23,22,44,66,128,81,209,0.000333,0.421093,11,13896.06208,772.003449,1263.278371,338.322487,14,6
0,0,25,25,22,45,67,135,87,222,0.000333,0.448891,11,14813.3898,822.9661,1346.6718,345.240885,16,6
0,0,21,21,19,43,62,119,75,194,0.000333,0.385038,9,10396.02676,577.557042,1155.114084,314.040007,16,6
0,0,24,24,21,38,59,119,78,197,0.000333,0.386294,20,23177.61361,1287.645201,1158.880681,291.659911,10,6
0,0,27,27,22,43,65,133,89,222,0.000333,0.445655,22,29413.2444,1634.069133,1336.965654,331.43688,13,6
0,0,28,28,22,46,68,143,94,237,0.000333,0.48091,22,31740.03125,1763.33507,1442.728693,352.191346,13,6
0,0,16,16,18,28,46,80,56,136,0.000333,0.250401,18,13521.67967,751.204426,751.204426,209.664588,8,6
0,0,38,38,20,55,75,240,115,355,0.000333,0.737077,20,44224.6127,2456.922928,2211.230635,404.413346,16,6
0,0,27,27,19,40,59,164,97,261,0.000333,0.51179,18,27636.65705,1535.369836,1535.369836,293.587747,9,6
0,0,27,27,19,40,59,165,98,263,0.000333,0.515712,18,27848.4322,1547.135122,1547.135122,293.587747,9,6
0,0,27,27,19,40,59,164,97,261,0.000333,0.51179,18,27636.65705,1535.369836,1535.369836,293.587747,9,6
0,0,27,27,19,40,59,165,98,263,0.000333,0.515712,18,27848.4322,1547.135122,1547.135122,293.587747,9,6
0,0,27,27,19,40,59,164,97,261,0.000333,0.51179,18,27636.65705,1535.369836,1535.369836,293.587747,9,6
0,0,27,27,19,40,59,165,98,263,0.000333,0.515712,18,27848.4322,1547.135122,1547.135122,293.587747,9,6
0,0,39,39,18,44,62,218,139,357,0.000333,0.708549,27,57392.49824,3188.472124,2125.648083,315.273641,17,6
0,0,38,38,18,44,62,212,136,348,0.000333,0.690687,27,55945.62853,3108.090474,2072.060316,315.273641,16,6
0,0,37,37,18,44,62,206,133,339,0.000333,0.672824,27,54498.75883,3027.708824,2018.472549,315.273641,15,6
0,0,39,39,19,46,65,221,140,361,0.000333,0.724692,27,58700.01907,3261.112171,2174.074781,334.794473,16,6
0,0,14,14,14,22,36,53,46,99,0.000333,0.170608,14,7165.516052,398.084225,511.822575,151.410465,3,6
0,0,13,13,14,21,35,50,45,95,0.000333,0.162427,14,6821.946413,378.997023,487.281887,145.541635,2,6
0,0,12,12,14,22,36,58,42,100,0.000333,0.172331,7,3618.947501,201.052639,516.9925,151.410465,3,6
0,0,9,9,14,16,30,39,33,72,0.000333,0.117765,14,4946.14572,274.785873,353.296123,117.302969,2,6
0,0,16,16,15,21,36,68,58,126,0.000333,0.217137,14,9119.747703,506.65265,651.41055,150.842025,2,6
0,0,10,10,14,17,31,39,37,76,0.000333,0.125506,14,5271.264874,292.848049,376.51892,122.789837,2,6
0,0,17,17,14,22,36,68,61,129,0.000333,0.222307,14,9336.884553,518.715808,666.920325,151.410465,2,6
0,0,4,4,10,11,21,18,19,37,0.000333,0.054172,5,812.578723,45.143262,162.515745,71.273029,1,6
0,0,16,16,15,24,39,53,55,108,0.000333,0.190274,14,7991.528155,443.973786,570.82344,168.642459,2,6
0,0,11,11,14,20,34,38,35,73,0.000333,0.123795,7,2599.693512,144.427417,371.384787,139.741531,2,6
0,0,15,15,15,21,36,54,49,103,0.000333,0.177501,14,7455.031852,414.168436,532.502275,150.842025,2,6
0,0,10,10,13,18,31,34,30,64,0.000333,0.10569,6,1902.411383,105.689521,317.068564,123.164366,2,6
0,0,5,5,7,10,17,10,14,24,0.000333,0.0327,3,294.297325,16.349851,98.099108,52.870765,1,6
