Empty_Lines,Lines_Of_Comments,Lines_Of_Program,Physic_Lines,n1_Number_Of_Distinct_Operators,n2_Number_Of_Distinct_Operands,n_Program_Vocabulary,N1_Total_Number_Of_Operators,N2_Total_Number_Of_Operands,N_Program_Length,B_Number_of_Delivered_Bugs_1,B_Number_of_Delivered_Bugs_2,D_Difficulty,E_Effort,T_Time_Required_To_Program,V_Volume,_N_Calculated_Program_Length,McCab_Number,IsVulnerable
0,0,12,12,15,24,39,80,39,119,0.000333,0.209654,7,4402.740048,244.596669,628.962864,168.642459,5,2
0,0,3,3,7,7,14,10,8,18,0.000333,0.022844,3,205.597166,11.422065,68.532389,39.302969,3,2
0,0,5,5,10,10,20,29,17,46,0.000333,0.06627,5,994.043462,55.224637,198.808692,66.438562,1,2
0,0,8,8,13,13,26,48,31,79,0.000333,0.123778,12,4456.016853,247.556492,371.334738,96.211433,6,2
0,0,7,7,8,11,19,30,21,51,0.000333,0.072215,4,866.577213,48.143178,216.644303,62.053748,1,2
0,0,5,5,7,9,16,23,14,37,0.000333,0.049333,3,444,24.666667,148,48.180809,1,2
0,0,19,19,16,28,44,134,79,213,0.000333,0.38762,16,18605.74296,1033.652386,1162.858935,198.605938,5,2
0,0,5,5,7,8,15,17,12,29,0.000333,0.037767,3,339.899482,18.883305,113.299827,43.651484,1,2
0,0,4,4,7,13,20,18,17,35,0.000333,0.050422,3,453.80245,25.211247,151.267483,67.757201,1,2
0,0,18,18,16,22,38,89,59,148,0.000333,0.258898,16,12427.09235,690.39402,776.693272,162.107496,2,2
0,0,26,26,12,34,46,148,86,234,0.000333,0.430838,12,15510.16197,861.675665,1292.513498,215.993287,1,2
0,0,14,14,17,20,37,81,54,135,0.000333,0.234425,16,11252.41927,625.134404,703.276204,155.92543,2,2
0,0,4,4,9,10,19,19,13,32,0.000333,0.045311,4,543.734722,30.207485,135.93368,61.748606,3,2
0,0,3,3,9,8,17,16,10,26,0.000333,0.035425,4,425.096135,23.616452,106.274034,52.529325,3,2
0,0,4,4,10,9,19,20,12,32,0.000333,0.045311,5,679.668402,37.759356,135.93368,61.748606,3,2
0,0,6,6,13,12,25,39,24,63,0.000333,0.097521,12,3510.755279,195.04196,292.56294,91.125266,5,2
0,0,4,4,10,8,18,20,11,31,0.000333,0.043089,5,646.338375,35.907688,129.267675,57.219281,3,2
0,0,4,4,7,12,19,15,15,30,0.000333,0.042479,3,382.313476,21.239638,127.437825,62.671034,1,2
0,0,4,4,7,13,20,16,16,32,0.000333,0.046101,3,414.905097,23.050283,138.301699,67.757201,1,2
0,0,5,5,10,9,19,26,15,41,0.000333,0.058055,5,870.82514,48.379174,174.165028,61.748606,1,2
0,0,6,6,13,11,24,38,23,61,0.000333,0.093228,12,3356.192551,186.455142,279.682713,86.159464,4,2
0,0,3,3,7,7,14,10,8,18,0.000333,0.022844,3,205.597166,11.422065,68.532389,39.302969,3,2
0,0,4,4,10,8,18,20,11,31,0.000333,0.043089,5,646.338375,35.907688,129.267675,57.219281,3,2
0,0,5,5,10,10,20,29,17,46,0.000333,0.06627,5,994.043462,55.224637,198.808692,66.438562,1,2
0,0,3,3,9,8,17,16,11,27,0.000333,0.036787,4,441.445987,24.524777,110.361497,52.529325,2,2
0,0,6,6,7,13,20,35,24,59,0.000333,0.084998,3,764.981273,42.49896,254.993758,67.757201,1,2
0,0,3,3,9,7,16,19,11,30,0.000333,0.04,4,480,26.666667,120,48.180809,4,2
0,0,7,7,9,12,21,34,20,54,0.000333,0.079062,4,948.740563,52.707809,237.185141,71.548875,1,2
0,0,5,5,8,10,18,28,17,45,0.000333,0.062549,4,750.5865,41.69925,187.646625,57.219281,1,2
0,0,4,4,7,8,15,21,12,33,0.000333,0.042976,3,386.782169,21.487898,128.92739,43.651484,1,2
0,0,4,4,9,9,18,22,13,35,0.000333,0.048649,4,583.7895,32.43275,145.947375,57.05865,3,2
0,0,3,3,8,7,15,15,9,24,0.000333,0.031255,4,375.061497,20.83675,93.765374,43.651484,3,2
0,0,6,6,9,9,18,30,19,49,0.000333,0.068109,8,1634.610601,90.8117,204.326325,57.05865,1,2
0,0,8,8,14,12,26,44,27,71,0.000333,0.111244,14,4672.23708,259.568727,333.73122,96.322519,4,2
0,0,5,5,8,11,19,33,18,51,0.000333,0.072215,4,866.577213,48.143178,216.644303,62.053748,1,2
0,0,4,4,7,14,21,18,18,36,0.000333,0.052708,3,474.370282,26.353905,158.123427,72.954453,1,2
0,0,4,4,9,8,17,20,12,32,0.000333,0.0436,4,523.195244,29.066402,130.798811,52.529325,1,2
0,0,14,14,18,17,35,89,51,140,0.000333,0.239367,27,19388.6898,1077.149434,718.099622,144.545518,4,2
0,0,4,4,12,11,23,32,19,51,0.000333,0.076901,6,1384.209959,76.900553,230.70166,81.073298,1,2
0,0,3,3,8,7,15,15,9,24,0.000333,0.031255,4,375.061497,20.83675,93.765374,43.651484,3,2
0,0,4,4,6,10,16,19,15,34,0.000333,0.045333,3,408,22.666667,136,48.729056,1,2
0,0,5,5,8,8,16,22,14,36,0.000333,0.048,4,576,32,144,48,1,2
0,0,3,3,8,6,14,11,9,20,0.000333,0.025382,4,304.588394,16.921577,76.147098,39.509775,1,2
0,0,3,3,9,7,16,19,11,30,0.000333,0.04,4,480,26.666667,120,48.180809,1,2
0,0,18,18,17,24,41,103,65,168,0.000333,0.300023,16,14401.09979,800.061099,900.068737,179.525968,2,2
0,0,5,5,11,10,21,31,17,48,0.000333,0.070277,5,1054.156181,58.564232,210.831236,71.273029,1,2
0,0,3,3,9,8,17,16,10,26,0.000333,0.035425,4,425.096135,23.616452,106.274034,52.529325,3,2
0,0,25,25,15,26,41,136,79,215,0.000333,0.383958,21,24189.3473,1343.852628,1151.873681,180.814792,4,2
0,0,5,5,10,10,20,33,18,51,0.000333,0.073473,5,1102.091664,61.227315,220.418333,66.438562,1,2
0,0,5,5,7,7,14,16,11,27,0.000333,0.034266,3,308.395749,17.133097,102.798583,39.302969,1,2
0,0,4,4,11,10,21,24,14,38,0.000333,0.055636,5,834.54031,46.363351,166.908062,71.273029,4,2
0,0,10,10,12,15,27,59,34,93,0.000333,0.147402,12,5306.454452,294.803025,442.204538,101.622909,2,2
0,0,5,5,6,5,11,18,13,31,0.000333,0.035747,6,643.454281,35.74746,107.24238,27.119415,6,2
0,0,7,7,7,13,20,27,24,51,0.000333,0.073473,3,661.254999,36.736389,220.418333,67.757201,1,2
0,0,5,5,8,8,16,19,12,31,0.000333,0.041333,4,496,27.555556,124,48,1,2
0,0,11,11,12,17,29,62,38,100,0.000333,0.161933,12,5829.577194,323.8654,485.7981,112.506418,1,2
0,0,5,5,11,10,21,31,17,48,0.000333,0.070277,5,1054.156181,58.564232,210.831236,71.273029,1,2
0,0,4,4,7,11,18,24,17,41,0.000333,0.056989,3,512.900775,28.494488,170.966925,57.705232,1,2
0,0,6,6,7,13,20,35,24,59,0.000333,0.084998,3,764.981273,42.49896,254.993758,67.757201,1,2
0,0,3,3,9,7,16,19,11,30,0.000333,0.04,4,480,26.666667,120,48.180809,4,2
0,0,4,4,10,9,19,20,12,32,0.000333,0.045311,5,679.668402,37.759356,135.93368,61.748606,3,2
0,0,14,14,18,17,35,89,51,140,0.000333,0.239367,27,19388.6898,1077.149434,718.099622,144.545518,4,2
0,0,17,17,13,27,40,90,50,140,0.000333,0.248357,6,4470.4196,248.356644,745.069933,176.487679,8,2
0,0,5,5,10,14,24,27,21,48,0.000333,0.073359,5,1100.391,61.132833,220.0782,86.52225,1,2
0,0,7,7,7,13,20,27,24,51,0.000333,0.073473,3,661.254999,36.736389,220.418333,67.757201,1,2
0,0,4,4,6,12,18,14,15,29,0.000333,0.040309,3,362.783475,20.154638,120.927825,58.529325,1,2
0,0,3,3,14,9,23,26,12,38,0.000333,0.057298,7,1203.26748,66.848193,171.895354,81.832294,3,2
0,0,81,81,17,80,97,522,436,958,0.000333,2.107572,40,252908.6601,14050.48112,6322.716503,575.241116,45,2
0,0,9,9,8,13,21,51,35,86,0.000333,0.125913,8,3021.914387,167.884133,377.739298,72.105716,1,2
0,0,34,34,17,39,56,207,116,323,0.000333,0.625259,16,30012.41024,1667.356124,1875.77564,275.617555,2,2
0,0,5,5,10,10,20,33,18,51,0.000333,0.073473,5,1102.091664,61.227315,220.418333,66.438562,1,2
0,0,6,6,9,11,20,37,20,57,0.000333,0.082117,4,985.399606,54.744423,246.349901,66.583073,1,2
0,0,4,4,5,9,14,14,13,27,0.000333,0.034266,2,205.597166,11.422065,102.798583,40.138965,1,2
0,0,3,3,8,7,15,15,9,24,0.000333,0.031255,4,375.061497,20.83675,93.765374,43.651484,3,2
0,0,5,5,10,10,20,29,17,46,0.000333,0.06627,5,994.043462,55.224637,198.808692,66.438562,1,2
0,0,4,4,8,10,18,25,15,40,0.000333,0.055599,4,667.188,37.066,166.797,57.219281,1,2
0,0,5,5,9,10,19,26,17,43,0.000333,0.060887,4,730.643532,40.591307,182.660883,61.748606,1,2
0,0,7,7,8,13,21,39,26,65,0.000333,0.095167,8,2284.00506,126.88917,285.500632,72.105716,1,2
0,0,5,5,8,11,19,28,19,47,0.000333,0.066551,4,798.610373,44.367243,199.652593,62.053748,1,2
0,0,8,8,12,16,28,42,26,68,0.000333,0.108967,6,1961.400808,108.966712,326.900135,107.01955,2,2
0,0,6,6,13,12,25,39,24,63,0.000333,0.097521,12,3510.755279,195.04196,292.56294,91.125266,5,2
0,0,5,5,7,7,14,16,11,27,0.000333,0.034266,3,308.395749,17.133097,102.798583,39.302969,1,2
0,0,4,4,7,13,20,21,18,39,0.000333,0.056185,3,505.665587,28.092533,168.555196,67.757201,1,2
0,0,5,5,7,7,14,16,11,27,0.000333,0.034266,3,308.395749,17.133097,102.798583,39.302969,1,2
0,0,16,16,14,19,33,71,45,116,0.000333,0.19505,14,8192.09605,455.116447,585.149718,134.013592,2,2
0,0,3,3,9,8,17,16,11,27,0.000333,0.036787,4,441.445987,24.524777,110.361497,52.529325,2,2
0,0,3,3,7,7,14,10,8,18,0.000333,0.022844,3,205.597166,11.422065,68.532389,39.302969,3,2
0,0,5,5,10,10,20,29,17,46,0.000333,0.06627,5,994.043462,55.224637,198.808692,66.438562,1,2
0,0,23,23,17,37,54,115,70,185,0.000333,0.354885,8,8517.233503,473.179639,1064.654188,262.236643,8,2
0,0,3,3,8,7,15,15,9,24,0.000333,0.031255,4,375.061497,20.83675,93.765374,43.651484,3,2
0,0,5,5,7,8,15,17,12,29,0.000333,0.037767,3,339.899482,18.883305,113.299827,43.651484,1,2
0,0,7,7,11,17,28,38,31,69,0.000333,0.110569,5,1658.537448,92.140969,331.70749,107.540616,5,2
0,0,33,33,18,41,59,225,123,348,0.000333,0.682387,27,55273.31409,3070.739672,2047.159781,294.718282,5,2
0,0,4,4,8,10,18,25,15,40,0.000333,0.055599,4,667.188,37.066,166.797,57.219281,1,2
0,0,5,5,8,11,19,33,18,51,0.000333,0.072215,4,866.577213,48.143178,216.644303,62.053748,1,2
0,0,11,11,12,17,29,72,40,112,0.000333,0.181365,12,6529.126457,362.729248,544.093871,112.506418,1,2
0,0,6,6,10,13,23,38,25,63,0.000333,0.094995,5,1424.922016,79.162334,284.984403,81.324997,1,2
0,0,3,3,9,8,17,16,11,27,0.000333,0.036787,4,441.445987,24.524777,110.361497,52.529325,2,2
0,0,4,4,7,13,20,18,20,38,0.000333,0.054744,3,492.699803,27.372211,164.233268,67.757201,2,2
0,0,4,4,4,7,11,13,11,24,0.000333,0.027675,2,166.052718,9.225151,83.026359,27.651484,2,2
0,0,5,5,8,10,18,28,17,45,0.000333,0.062549,4,750.5865,41.69925,187.646625,57.219281,1,2
0,0,5,5,7,7,14,16,11,27,0.000333,0.034266,3,308.395749,17.133097,102.798583,39.302969,1,2
0,0,18,18,17,24,41,103,65,168,0.000333,0.300023,16,14401.09979,800.061099,900.068737,179.525968,2,2
