code,label
"const http = require('http');
const url = require('url');

http.createServer((req, res) => {
  const parsedUrl = url.parse(req.url, true);
  const path = parsedUrl.pathname;
  if (path.includes('..')) {
    console.log('Path traversal detected');
  } else {
    res.writeHead(200, {'Content-Type': 'text/plain'});
    res.end('Hello World
');
  }
}).listen(3000, () => {
  console.log('Server running at http:
});",0
"import requests
from urllib.parse import urlparse

def get_data(url):
    try:
        parsed_url = urlparse(url)
        if '..' in parsed_url.path:
            print('Path traversal detected')
        else:
            response = requests.get(url)
            return response.json()
    except Exception as e:
        print(f'Error: {e}')

url = 'http:
get_data(url)",0
"public class PathTraversal {
    public static void main(String[] args) {
        String filePath = ""/home/user/../etc/passwd"";
        File file = new File(filePath);
        if (file.exists()) {
            System.out.println(""File exists: "" + file.getAbsolutePath());
        } else {
            System.out.println(""File does not exist"");
        }
    }
}",1
"#include <iostream>
#include <fstream>
#include <string>

int main() {
    std::string filePath = ""/home/user/../etc/passwd"";
    std::ifstream file(filePath);
    if (file.is_open()) {
        std::cout << ""File exists: "" << filePath << std::endl;
    } else {
        std::cout << ""File does not exist"" << std::endl;
    }
    return 0;
}",0
"using System;
using System.IO;

class Program {
    static void Main(string[] args) {
        string filePath = ""/home/user/../etc/passwd"";
        if (File.Exists(filePath)) {
            Console.WriteLine(""File exists: "" + filePath);
        } else {
            Console.WriteLine(""File does not exist"");
        }
    }
}",0
"function readFile(path) {
  const fs = require('fs');
  return fs.readFileSync(path, 'utf8');
}",0
"const fs = require('fs');
const path = require('path');
const filePath = './data/' + req.query.filename;
fs.readFile(path.join(filePath), (err, data) => {
    if (err) {
        console.error(err);
    } else {
        res.send(data);
    }
});",0
"var filePath = req.query.file + "".txt"";
fs.readFile(filePath, function(err, data) {
    if (err) {
        res.status(500).send(err);
    } else {
        res.send(data);
    }
});",1
"function readConfig() {
  var path = require('path');
  var configFile = path.join(__dirname, 'config.json');
  var config = require(configFile);
  return config;
}",1
"function readConfig(file) {
    const fs = require('fs');
    const config = fs.readFileSync(file, 'utf8');
    return JSON.parse(config);
}


const config = readConfig('config.json');
console.log(config);


function readConfig(file) {
    const fs = require('fs');
    const config = fs.readFileSync(file, 'utf8');
    return JSON.parse(config);
}


const config = readConfig('./../../etc/config.json');
console.log(config);


function readConfig(file) {
    const fs = require('fs');
    const config = fs.readFileSync(file, 'utf8');
    return JSON.parse(config);
}


const config = readConfig('../etc/config.json');
console.log(config);


function readConfig(file) {
    const fs = require('fs');
    const config = fs.readFileSync(file, 'utf8');
    return JSON.parse(config);
}


const config = readConfig('./../../../etc/config.json');
console.log(config);",1
"const fs = require('fs');
const path = require('path');
const fileName = '../etc/passwd';
fs.readFile(path.join(__dirname, fileName), 'utf8', (err, data) => {
  console.log(data);
});",0
"const fs = require('fs');
const file = fs.readFileSync('path/../etc/passwd','utf8');
console.log(file);",1
"const fs = require('fs');
const path = require('path');


const file = fs.readFileSync(path.join(__dirname, '..', 'uploads', 'file.txt'));",1
"function readFile(filePath){
  const fs = require('fs');
  return fs.readFileSync(filePath, 'utf8');
}


const filePath = '../etc/passwd';
console.log(readFile(filePath));",1
"function readFile(filePath){
  const fs = require('fs');
  return fs.readFileSync(filePath, 'utf8');
}


const filePath = '/etc/shadow';
console.log(readFile(filePath));",1
"function writeFile(filePath, content){
  const fs = require('fs');
  fs.writeFileSync(filePath, content);
}


const filePath = '../etc/passwd';
writeFile(filePath, 'alicious content');",1
"function readConfigFile(filePath){
  const fs = require('fs');
  return fs.readFileSync(filePath, 'utf8');
}


const filePath = '../config/config.json';
console.log(readConfigFile(filePath));",1
"function deleteFile(filePath){
  const fs = require('fs');
  fs.unlinkSync(filePath);
}


const filePath = '/etc/shadow';
deleteFile(filePath);",1
"function read_file(filename){
  const fs = require('fs');
  return fs.readFileSync(filename, 'utf8');
}

console.log(read_file('../etc/passwd'));",0
"const fs = require('fs');
var file = fs.readFileSync('/etc/passwd', 'utf8');
console.log(file);",0
"function readFile(filePath) {
    const fs = require('fs');
    return fs.readFileSync(filePath, 'utf8');
}


const filePath = '../uploads/' + req.params.file;
readFile(filePath);",1
"const path = require('path');
const fs = require('fs');
const file_path = '../'+path.join('uploads','user_input.txt');
fs.readFile(file_path, 'utf8', (err, data) => {
    if (err) {
        console.error(err);
    } else {
        console.log(data);
    }
});",1
"const fs = require('fs'); const path = require('path'); const file = fs.readFileSync(path.join(__dirname, '..\\..\\test.txt'));",1
"function readFile(path) {
    return require('fs').readFileSync(path, 'utf8');
}


const filePath = '../secret/data.txt';
const contents = readFile(filePath);
console.log(contents);


const filePath = '../' + req.body.path + '/data.txt';
const contents = readFile(filePath);
console.log(contents);",1
"const fs = require('fs');
const path = require('path');
const filename = '../etc/passwd';
fs.access(path.join(process.cwd(), filename), fs.constants.R_OK, (err) => {
  if (err) {
    console.log('Access denied');
  } else {
    console.log('Access granted');
  }
});",1
"var file = require('fs');
var path = '/etc/passwd';
file.readFile(path, function(err, data) {
    console.log(data);
});


var file = require('fs');
var path = process.argv[2];
file.readFile(path, function(err, data) {
    console.log(data);
});",1
"var http = require('http');
var path = '/etc/shadow';
var options = {
  host: 'localhost',
  port: 80,
  path: path
};
var req = http.request(options, function(res) {
  res.on('data', function(data) {
    console.log(data);
  });
});
req.end();


var http = require('http');
var path = process.argv[2];
var options = {
  host: 'localhost',
  port: 80,
  path: path
};
var req = http.request(options, function(res) {
  res.on('data', function(data) {
    console.log(data);
  });
});
req.end();",1
"var fs = require('fs');
var path = '\\..\\etc\\passwd';
fs.readFile(path, function(err, data) {
    console.log(data);
});


var fs = require('fs');
var path = process.argv[2];
fs.readFile(path, function(err, data) {
    console.log(data);
});",1
"var http = require('http');
var path = '\\..\\etc\\shadow';
var options = {
  host: 'localhost',
  port: 80,
  path: path
};
var req = http.request(options, function(res) {
  res.on('data', function(data) {
    console.log(data);
  });
});
req.end();


var http = require('http');
var path = process.argv[2];
var options = {
  host: 'localhost',
  port: 80,
  path: path
};
var req = http.request(options, function(res) {
  res.on('data', function(data) {
    console.log(data);
  });
});
req.end();",1
"var fs = require('fs');
var path = '..\\..\\etc\\passwd';
fs.readFile(path, function(err, data) {
    console.log(data);
});


var fs = require('fs');
var path = process.argv[2];
fs.readFile(path, function(err, data) {
    console.log(data);
});",1
"const fs = require('fs');
const file = fs.readFileSync('C:\Users\User\Documents\secret.txt', 'utf8');
console.log(file);",1
,0
"function vulnerableFunction(path) {
  var fs = require('fs');
  fs.readFileSync(path, 'utf8');
}


var filePath = '/etc/passwd';
var result = vulnerableFunction(filePath);
console.log(result);",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('File not found'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const userInput = req.query.filename; const sanitizedPath = path.normalize(userInput); const filePath = path.join(__dirname, sanitizedPath); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } console.log(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const allowedFiles = ['file1.txt', 'file2.txt', 'file3.txt']; if (!allowedFiles.includes(fileName)) { res.status(400).send('Invalid file name'); return; } const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, fileName); if (!filePath.startsWith(__dirname)) { res.status(403).send('Access Denied'); return; } fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname + '/uploads ', fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('File not found'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const userInput = req.query.filename; const sanitizedPath = path.normalize(userInput); const filePath = path.join(__dirname, sanitizedPath); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } console.log(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const allowedFiles = ['file1.txt', 'file2.txt', 'file3.txt']; if (!allowedFiles.includes(fileName)) { res.status(400).send('Invalid file name'); return; } const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, fileName); if (!filePath.startsWith(__dirname)) { res.status(403).send('Access Denied'); return; } fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const filePath = path.join(__dirname, req.query.file); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, '..', fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; if (fileName.includes('..')) { res.status(400).send('Invalid file name'); return; } const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, fileName); if (!filePath.startsWith(__dirname)) { res.status(403).send('Access Denied'); return; } fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const sanitizedFileName = path.basename(req.query.file); const filePath = path.join(__dirname, sanitizedFileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname, fileName); if (filePath.includes('..')) { res.status(403).send('Access Denied'); return; } fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, fileName); if (!filePath.startsWith(__dirname)) { res.status(400).send('Invalid file name'); return; } fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, 'uploads', fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const allowedFiles = ['file1.txt', 'file2.txt', 'file3.txt']; const filePath = path.join(__dirname, fileName); if (!allowedFiles.includes(fileName)) { res.status(400).send('Invalid file name'); return; } fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, 'public', fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const userFileName = req.query.file; const filePath = path.join(__dirname, userFileName); if (filePath.includes('..')) { res.status(400).send('Access Denied'); return; } fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const sanitizedFileName = path.basename(req.query.file); const filePath = path.join(__dirname, sanitizedFileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const allowedFiles = ['file1.txt', 'file2.txt']; const filePath = path.join(__dirname, fileName); if (!allowedFiles.includes(fileName)) { res.status(400).send('Invalid file name'); return; } fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname, 'secure_dir', fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const userInput = req.query.file; const filePath = path.join(__dirname, '..', userInput); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('File not found'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('File not found'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.body.file; const sanitizedPath = path.normalize(fileName); const filePath = path.join(__dirname, sanitizedPath); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const allowedFiles = ['file1.txt', 'file2.txt']; const fileName = req.query.file; if (!allowedFiles.includes(fileName)) { res.status(400).send('Invalid file name'); return; } const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const sanitizedFileName = path.basename(fileName); const filePath = path.join(__dirname, sanitizedFileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('File not found'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.join(__dirname, '..', fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const allowedFiles = ['config.json', 'data.txt']; const fileName = req.query.file; if (!allowedFiles.includes(fileName)) { res.status(400).send('Invalid file name'); return; } const filePath = path.join(__dirname, fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('File not found'); return; } res.send(data); });",0
"const fs = require('fs'); const path = require('path'); const fileName = req.query.file; const filePath = path.resolve(__dirname, '..', fileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",1
"const fs = require('fs'); const path = require('path'); const fileName = req.body.filename; const sanitizedFileName = path.basename(fileName); const filePath = path.join(__dirname, sanitizedFileName); fs.readFile(filePath, 'utf8', (err, data) => { if (err) { console.error('Error reading file'); return; } res.send(data); });",0
